Individual,MatchNo,Team1,Team2,Date,Time,Venue,Leg
3,171,El Gouna,Pharco,2025-09-28,17:00,El Sekka El Hadeed Stadium,1
3,172,Masry,Alexandria Union,2025-05-07,17:00,Military Academy Stadium,1
3,173,Future,Ceramica,2025-06-07,17:00,El Sekka El Hadeed Stadium,1
3,174,Masry,Zed,2025-05-14,20:00,Alexandria Stadium,1
3,175,Al Ahly,Masry,2025-07-10,17:00,Suez Stadium,1
3,176,Masry,Wadi Degla,2025-05-07,17:00,Suez Stadium,1
3,177,Pyramids,ENPPI,2025-09-19,20:00,Military Academy Stadium,1
3,178,Zamalek,Pharco,2025-12-05,20:00,Zed Club Stadium,1
3,179,Alexandria Union,Ismaily,2026-01-05,20:00,Military Academy Stadium,2
3,180,Pyramids,Al Ahly,2025-09-21,20:00,Cairo Stadium,2
3,181,Pharco,Talaea El Gaish,2025-10-27,17:00,Al Salam Stadium,2
3,182,Future,Wadi Degla,2025-07-25,20:00,El Sekka El Hadeed Stadium,1
3,183,Al Ahly,National Bank,2025-11-13,17:00,Military Academy Stadium,1
3,184,Al Ahly,Ismaily,2025-12-16,17:00,Cairo Stadium,1
3,185,El Dakhleya,Alexandria Union,2025-09-30,20:00,Military Academy Stadium,2
3,186,Modern Sport,Future,2025-05-07,20:00,Petro Sport Stadium,2
3,187,El Dakhleya,Talaea El Gaish,2025-12-26,17:00,Military Academy Stadium,2
3,188,Pyramids,National Bank,2025-12-21,17:00,Air Defense Stadium,1
3,189,Al Ahly,Pyramids,2025-12-09,20:00,El Sekka El Hadeed Stadium,1
3,190,Ismaily,Alexandria Union,2025-12-04,17:00,Suez Stadium,1
3,191,National Bank,Modern Sport,2025-12-15,20:00,Military Academy Stadium,1
3,192,Masry,Smouha,2025-08-09,17:00,Military Academy Stadium,1
3,193,Smouha,Wadi Degla,2025-08-05,20:00,Suez Stadium,1
3,194,Alexandria Union,Wadi Degla,2025-09-16,17:00,El Sekka El Hadeed Stadium,1
3,195,El Dakhleya,Ismaily,2025-12-08,20:00,Cairo Stadium,2
3,196,Zed,Zamalek,2025-05-08,17:00,Borg El Arab,2
3,197,El Gouna,Alexandria Union,2025-10-15,17:00,Air Defense Stadium,2
3,198,Ceramica,El Dakhleya,2025-11-23,20:00,Alexandria Stadium,1
3,199,Modern Sport,Zamalek,2025-10-02,17:00,Petro Sport Stadium,2
3,200,Zed,Future,2025-10-20,17:00,Alexandria Stadium,2
3,201,Ceramica,Talaea El Gaish,2025-11-02,17:00,Petro Sport Stadium,1
3,202,Ismaily,Pharco,2025-12-28,20:00,Cairo Stadium,1
3,203,Alexandria Union,Future,2025-06-30,17:00,Military Academy Stadium,2
3,204,ENPPI,Masry,2025-10-27,20:00,Zed Club Stadium,2
3,205,Modern Sport,Pyramids,2025-05-25,20:00,Cairo Stadium,2
3,206,Zamalek,Future,2025-07-01,20:00,Air Defense Stadium,1
3,207,Zamalek,Modern Sport,2025-10-09,17:00,Cairo Stadium,1
3,208,El Dakhleya,Modern Sport,2025-10-16,17:00,Air Defense Stadium,1
3,209,El Gouna,ENPPI,2025-05-13,20:00,Borg El Arab,2
3,210,El Gouna,Ismaily,2025-06-22,17:00,Petro Sport Stadium,2
3,211,Ceramica,National Bank,2025-06-04,20:00,Military Academy Stadium,1
3,212,Future,Ismaily,2025-09-12,17:00,Al Salam Stadium,1
3,213,Zamalek,Ismaily,2025-07-15,17:00,Petro Sport Stadium,1
3,214,Alexandria Union,Pyramids,2026-01-29,20:00,Borg El Arab,2
3,215,Wadi Degla,Future,2025-12-11,17:00,Petro Sport Stadium,2
3,216,Modern Sport,Ismaily,2025-09-08,17:00,Air Defense Stadium,2
3,217,Al Ahly,ENPPI,2025-07-24,17:00,Petro Sport Stadium,1
3,218,El Dakhleya,Al Ahly,2025-10-02,20:00,El Sekka El Hadeed Stadium,2
3,219,Talaea El Gaish,Al Ahly,2025-09-14,17:00,Cairo Stadium,2
3,220,El Gouna,Smouha,2025-09-20,17:00,Al Salam Stadium,2
3,221,ENPPI,Talaea El Gaish,2025-06-23,17:00,El Sekka El Hadeed Stadium,1
3,222,Wadi Degla,Ismaily,2025-06-03,17:00,El Sekka El Hadeed Stadium,2
3,223,Future,National Bank,2025-12-07,17:00,Air Defense Stadium,1
3,224,Ceramica,Zamalek,2025-09-18,20:00,Petro Sport Stadium,2
3,225,El Gouna,Zamalek,2025-11-01,20:00,Suez Stadium,2
3,226,Smouha,Future,2025-08-14,17:00,El Sekka El Hadeed Stadium,2
3,227,Zamalek,Zed,2025-06-01,20:00,Borg El Arab,1
3,228,ENPPI,Zamalek,2025-11-29,17:00,Cairo Stadium,2
3,229,El Gouna,Future,2025-05-02,20:00,Military Academy Stadium,2
3,230,Talaea El Gaish,Zed,2025-06-17,20:00,Alexandria Stadium,1
3,231,Pyramids,Masry,2025-05-25,20:00,Borg El Arab,1
3,232,ENPPI,Ceramica,2025-06-30,20:00,El Sekka El Hadeed Stadium,1
3,233,Al Ahly,Zamalek,2025-06-25,20:00,Military Academy Stadium,1
3,234,Zed,Alexandria Union,2025-07-28,17:00,Cairo Stadium,2
3,235,Zamalek,Smouha,2025-08-13,20:00,Suez Stadium,1
3,236,National Bank,Pharco,2025-05-04,17:00,Borg El Arab,1
3,237,Zed,El Dakhleya,2025-09-06,17:00,El Sekka El Hadeed Stadium,2
3,238,El Dakhleya,Pharco,2025-07-10,20:00,Petro Sport Stadium,1
3,239,Future,Modern Sport,2026-01-23,20:00,Al Salam Stadium,1
3,240,El Dakhleya,Zamalek,2025-06-04,20:00,Al Salam Stadium,2
3,241,Modern Sport,Al Ahly,2025-11-26,17:00,Petro Sport Stadium,2
3,242,Talaea El Gaish,Smouha,2025-08-28,20:00,Alexandria Stadium,2
3,243,Talaea El Gaish,Pyramids,2025-07-28,17:00,Military Academy Stadium,2
3,244,ENPPI,Pharco,2025-07-13,17:00,Cairo Stadium,1
3,245,Smouha,Pyramids,2025-10-01,20:00,Petro Sport Stadium,2
3,246,Pharco,Wadi Degla,2025-11-16,20:00,Petro Sport Stadium,1
3,247,El Dakhleya,Wadi Degla,2025-10-17,20:00,Petro Sport Stadium,1
3,248,Al Ahly,Smouha,2026-01-28,17:00,Alexandria Stadium,1
3,249,Wadi Degla,El Gouna,2025-07-31,17:00,Al Salam Stadium,2
3,250,El Gouna,El Dakhleya,2025-09-08,20:00,El Sekka El Hadeed Stadium,2
3,251,Smouha,ENPPI,2025-09-16,17:00,Petro Sport Stadium,1
3,252,Pyramids,Ismaily,2025-06-19,17:00,Cairo Stadium,1
3,253,National Bank,El Dakhleya,2025-05-11,17:00,Alexandria Stadium,1
3,254,Alexandria Union,Masry,2025-09-21,17:00,Petro Sport Stadium,2
3,255,Pharco,Ismaily,2025-06-01,17:00,Air Defense Stadium,2
3,256,El Dakhleya,Zed,2025-06-10,20:00,Borg El Arab,1
3,257,National Bank,El Gouna,2025-09-03,20:00,Alexandria Stadium,1
3,258,Ceramica,Smouha,2025-09-23,17:00,Cairo Stadium,2
3,259,Pyramids,Zamalek,2025-12-01,17:00,Cairo Stadium,2
3,260,El Dakhleya,Masry,2025-06-15,20:00,Military Academy Stadium,2
3,261,Pharco,Modern Sport,2025-05-27,20:00,Air Defense Stadium,2
3,262,Pyramids,Wadi Degla,2025-06-25,20:00,Alexandria Stadium,1
3,263,Zamalek,Alexandria Union,2025-05-13,17:00,Al Salam Stadium,1
3,264,Zed,ENPPI,2025-07-04,17:00,Petro Sport Stadium,2
3,265,Al Ahly,Modern Sport,2025-09-08,20:00,El Sekka El Hadeed Stadium,1
3,266,Wadi Degla,Ceramica,2026-01-22,20:00,Alexandria Stadium,2
3,267,Wadi Degla,Pharco,2025-10-02,20:00,Borg El Arab,2
3,268,Alexandria Union,Talaea El Gaish,2026-01-27,17:00,Military Academy Stadium,2
3,269,Modern Sport,Talaea El Gaish,2026-01-07,20:00,Military Academy Stadium,2
3,270,Pyramids,Modern Sport,2025-06-24,17:00,Military Academy Stadium,1
3,271,ENPPI,El Gouna,2025-07-26,17:00,Al Salam Stadium,1
3,272,Modern Sport,El Gouna,2025-06-07,17:00,Borg El Arab,2
3,273,Al Ahly,Ceramica,2025-10-16,20:00,Al Salam Stadium,1
3,274,Smouha,National Bank,2025-10-12,17:00,Military Academy Stadium,1
3,275,Zed,Wadi Degla,2025-11-10,17:00,Borg El Arab,1
3,276,Smouha,Zamalek,2025-07-07,17:00,Air Defense Stadium,2
3,277,National Bank,Masry,2025-05-26,20:00,Cairo Stadium,2
3,278,Talaea El Gaish,National Bank,2025-05-23,17:00,Al Salam Stadium,2
3,279,Ceramica,Wadi Degla,2025-11-16,17:00,Military Academy Stadium,1
3,280,Pyramids,Future,2025-10-09,17:00,Cairo Stadium,1
3,281,Modern Sport,Zed,2025-09-17,17:00,El Sekka El Hadeed Stadium,2
3,282,Wadi Degla,El Dakhleya,2025-05-07,20:00,Petro Sport Stadium,2
3,283,Modern Sport,Wadi Degla,2025-12-27,20:00,Alexandria Stadium,1
3,284,Pharco,Zamalek,2026-01-05,17:00,Cairo Stadium,2
3,285,Ceramica,ENPPI,2025-12-02,20:00,El Sekka El Hadeed Stadium,2
3,286,Wadi Degla,ENPPI,2025-11-23,20:00,Air Defense Stadium,2
3,287,Al Ahly,Future,2025-05-03,20:00,Alexandria Stadium,1
3,288,Wadi Degla,Talaea El Gaish,2025-07-24,17:00,Military Academy Stadium,2
3,289,ENPPI,Zed,2025-07-15,17:00,Al Salam Stadium,1
3,290,Alexandria Union,El Gouna,2025-06-08,17:00,Suez Stadium,1
3,291,El Dakhleya,Future,2025-12-19,17:00,Zed Club Stadium,2
3,292,Future,Alexandria Union,2025-08-24,17:00,Petro Sport Stadium,1
3,293,Ceramica,Future,2025-10-19,20:00,Borg El Arab,2
3,294,Ismaily,Modern Sport,2025-11-09,20:00,Military Academy Stadium,1
3,295,Alexandria Union,Pharco,2025-07-01,17:00,El Sekka El Hadeed Stadium,1
3,296,Ceramica,Alexandria Union,2025-11-17,17:00,Al Salam Stadium,1
3,297,Future,El Gouna,2025-12-09,20:00,Cairo Stadium,1
3,298,Future,Zed,2025-06-12,17:00,Al Salam Stadium,1
3,299,Talaea El Gaish,Modern Sport,2025-10-07,20:00,Borg El Arab,1
3,300,Pharco,Masry,2025-08-12,17:00,Cairo Stadium,2
3,301,Ceramica,Zed,2025-07-30,20:00,Zed Club Stadium,1
3,302,Wadi Degla,Pyramids,2025-06-27,20:00,Air Defense Stadium,2
3,303,ENPPI,Wadi Degla,2025-08-14,20:00,El Sekka El Hadeed Stadium,1
3,304,Future,El Dakhleya,2025-12-09,20:00,Al Salam Stadium,1
3,305,Ismaily,Pyramids,2025-08-11,20:00,Zed Club Stadium,2
3,306,Talaea El Gaish,Future,2026-01-25,20:00,Borg El Arab,2
4,1,Pharco,Ceramica,2025-06-17,20:00,Military Academy Stadium,2
4,2,Alexandria Union,Masry,2025-12-06,17:00,Al Salam Stadium,2
4,3,Ceramica,Ismaily,2025-11-04,20:00,Borg El Arab,2
4,4,Talaea El Gaish,Zamalek,2026-01-29,17:00,Cairo Stadium,2
4,5,Future,Alexandria Union,2025-10-24,20:00,Air Defense Stadium,1
4,6,Ismaily,Ceramica,2025-06-17,17:00,Suez Stadium,1
4,7,Pyramids,Pharco,2025-12-27,17:00,Alexandria Stadium,1
4,8,Zamalek,El Dakhleya,2025-05-17,20:00,Al Salam Stadium,1
4,9,Future,National Bank,2025-08-22,20:00,Air Defense Stadium,1
4,10,Wadi Degla,Pharco,2025-05-20,20:00,Cairo Stadium,2
4,11,Al Ahly,Masry,2025-09-01,20:00,Al Salam Stadium,1
4,12,National Bank,Wadi Degla,2025-09-01,20:00,Suez Stadium,1
4,13,Al Ahly,ENPPI,2025-06-09,17:00,Cairo Stadium,1
4,14,Al Ahly,Talaea El Gaish,2025-12-21,17:00,Air Defense Stadium,1
4,15,Masry,National Bank,2026-01-01,17:00,Al Salam Stadium,1
4,16,Ismaily,Zamalek,2025-10-17,17:00,Cairo Stadium,2
4,17,El Dakhleya,Modern Sport,2025-06-13,17:00,Air Defense Stadium,1
4,18,El Dakhleya,ENPPI,2025-08-19,20:00,Al Salam Stadium,2
4,19,ENPPI,Zamalek,2025-10-24,17:00,Petro Sport Stadium,2
4,20,Masry,Ismaily,2025-12-22,17:00,Borg El Arab,1
4,21,National Bank,Smouha,2025-10-18,20:00,Borg El Arab,2
4,22,ENPPI,Pharco,2026-01-15,17:00,Al Salam Stadium,1
4,23,Ismaily,Al Ahly,2025-10-21,20:00,Cairo Stadium,2
4,24,Ceramica,Pharco,2025-06-20,20:00,El Sekka El Hadeed Stadium,1
4,25,National Bank,Zamalek,2025-07-31,20:00,Petro Sport Stadium,2
4,26,Zed,Zamalek,2025-08-21,20:00,Petro Sport Stadium,2
4,27,Modern Sport,El Dakhleya,2025-08-02,17:00,Al Salam Stadium,2
4,28,Modern Sport,Pharco,2025-11-05,17:00,Cairo Stadium,1
4,29,Talaea El Gaish,Alexandria Union,2025-07-03,20:00,Zed Club Stadium,1
4,30,Alexandria Union,Al Ahly,2026-01-19,17:00,Air Defense Stadium,2
4,31,Pharco,El Dakhleya,2025-09-09,17:00,Alexandria Stadium,2
4,32,Smouha,Pharco,2025-08-06,20:00,Borg El Arab,1
4,33,Masry,Pharco,2025-12-23,20:00,Cairo Stadium,1
4,34,Ceramica,El Dakhleya,2025-12-11,17:00,El Sekka El Hadeed Stadium,1
4,35,Zamalek,National Bank,2026-01-30,20:00,Air Defense Stadium,1
4,36,Alexandria Union,Ceramica,2026-01-01,17:00,Al Salam Stadium,2
4,37,Ceramica,Masry,2025-06-03,20:00,Al Salam Stadium,2
4,38,ENPPI,Talaea El Gaish,2025-07-01,17:00,Borg El Arab,1
4,39,Ceramica,Al Ahly,2025-12-01,17:00,Petro Sport Stadium,2
4,40,Modern Sport,Alexandria Union,2026-01-20,17:00,Military Academy Stadium,2
4,41,National Bank,Pharco,2026-01-08,20:00,Military Academy Stadium,1
4,42,Zed,Masry,2025-10-22,17:00,Zed Club Stadium,2
4,43,Zed,Modern Sport,2025-09-16,20:00,Zed Club Stadium,1
4,44,Zamalek,Ismaily,2025-10-01,17:00,El Sekka El Hadeed Stadium,1
4,45,Alexandria Union,National Bank,2026-01-14,17:00,El Sekka El Hadeed Stadium,2
4,46,Alexandria Union,Ismaily,2025-08-23,17:00,Petro Sport Stadium,2
4,47,National Bank,ENPPI,2026-01-02,17:00,Military Academy Stadium,2
4,48,Smouha,Pyramids,2025-05-15,17:00,Borg El Arab,2
4,49,Wadi Degla,Zamalek,2025-09-27,17:00,Air Defense Stadium,2
4,50,Al Ahly,Modern Sport,2025-10-31,20:00,Al Salam Stadium,1
4,51,Pyramids,Wadi Degla,2025-12-14,20:00,Zed Club Stadium,1
4,52,Ismaily,Alexandria Union,2025-09-16,20:00,Suez Stadium,1
4,53,Pyramids,El Gouna,2025-07-26,17:00,Cairo Stadium,1
4,54,Talaea El Gaish,Ceramica,2025-06-08,17:00,Al Salam Stadium,2
4,55,National Bank,Masry,2025-08-28,20:00,El Sekka El Hadeed Stadium,2
4,56,Al Ahly,Zed,2025-10-01,20:00,Suez Stadium,1
4,57,El Dakhleya,Alexandria Union,2025-08-24,17:00,Suez Stadium,2
4,58,Ceramica,El Gouna,2025-07-24,17:00,Zed Club Stadium,1
4,59,Al Ahly,Smouha,2025-09-01,17:00,Military Academy Stadium,1
4,60,ENPPI,El Gouna,2026-01-21,17:00,Cairo Stadium,1
4,61,Alexandria Union,Modern Sport,2025-12-06,20:00,Suez Stadium,1
4,62,Al Ahly,Future,2025-11-04,20:00,Air Defense Stadium,1
4,63,El Gouna,Masry,2025-06-02,17:00,Air Defense Stadium,2
4,64,Future,Zamalek,2025-08-10,17:00,Borg El Arab,2
4,65,Ceramica,Zamalek,2025-06-13,20:00,Military Academy Stadium,2
4,66,Pharco,National Bank,2025-05-19,20:00,Cairo Stadium,2
4,67,Alexandria Union,Smouha,2025-09-29,17:00,Borg El Arab,2
4,68,El Dakhleya,Pyramids,2025-05-15,20:00,Air Defense Stadium,2
4,69,Alexandria Union,Pharco,2025-11-03,17:00,Military Academy Stadium,1
4,70,El Dakhleya,Pharco,2025-10-07,17:00,Al Salam Stadium,1
4,71,Future,Pharco,2025-06-10,17:00,Alexandria Stadium,1
4,72,Zamalek,Zed,2025-07-26,17:00,Air Defense Stadium,1
4,73,Modern Sport,ENPPI,2026-01-29,20:00,Al Salam Stadium,2
4,74,Zamalek,Alexandria Union,2025-11-24,17:00,Alexandria Stadium,1
4,75,National Bank,Al Ahly,2026-01-20,17:00,Air Defense Stadium,2
4,76,Zamalek,Masry,2025-11-23,17:00,Al Salam Stadium,1
4,77,Zamalek,El Gouna,2025-10-01,20:00,Suez Stadium,1
4,78,Ismaily,Smouha,2025-09-07,17:00,Borg El Arab,1
4,79,Wadi Degla,Zed,2025-06-06,20:00,Military Academy Stadium,2
4,80,Smouha,Zed,2025-06-20,20:00,Air Defense Stadium,1
4,81,Ceramica,Zed,2025-05-04,20:00,Military Academy Stadium,1
4,82,Zed,El Gouna,2025-12-19,17:00,Zed Club Stadium,2
4,83,Pharco,Masry,2025-07-14,17:00,Suez Stadium,2
4,84,Alexandria Union,Wadi Degla,2025-12-16,17:00,Borg El Arab,1
4,85,Alexandria Union,Talaea El Gaish,2025-12-12,17:00,Petro Sport Stadium,2
4,86,Ismaily,Zed,2025-05-12,17:00,Air Defense Stadium,1
4,87,Ceramica,National Bank,2025-08-20,20:00,Zed Club Stadium,1
4,88,Alexandria Union,El Dakhleya,2026-01-24,20:00,Air Defense Stadium,1
4,89,Wadi Degla,El Dakhleya,2025-07-17,20:00,Alexandria Stadium,2
4,90,Masry,Future,2025-06-16,20:00,Borg El Arab,1
4,91,Masry,Pyramids,2025-05-16,17:00,Borg El Arab,2
4,92,Smouha,National Bank,2025-12-20,20:00,Suez Stadium,1
4,93,National Bank,El Gouna,2025-12-23,20:00,Military Academy Stadium,1
4,94,El Dakhleya,Future,2025-11-19,20:00,Cairo Stadium,2
4,95,Smouha,Masry,2025-10-24,17:00,Cairo Stadium,2
4,96,Wadi Degla,Smouha,2025-08-30,17:00,Alexandria Stadium,2
4,97,Pharco,ENPPI,2025-06-16,20:00,Al Salam Stadium,2
4,98,El Dakhleya,Zed,2025-11-18,17:00,Suez Stadium,1
4,99,El Gouna,Zamalek,2025-06-09,20:00,Petro Sport Stadium,2
4,100,Smouha,Ismaily,2025-07-31,20:00,Military Academy Stadium,2
4,101,Ceramica,Talaea El Gaish,2025-05-16,17:00,Petro Sport Stadium,1
4,102,Ceramica,Future,2025-05-29,17:00,Al Salam Stadium,2
4,103,Masry,Al Ahly,2025-12-10,17:00,Alexandria Stadium,2
4,104,Future,Ismaily,2025-07-20,20:00,Military Academy Stadium,1
4,105,Alexandria Union,Zamalek,2025-08-07,17:00,Zed Club Stadium,2
4,106,National Bank,El Dakhleya,2025-05-21,20:00,Suez Stadium,1
4,107,National Bank,Ismaily,2025-06-13,20:00,Alexandria Stadium,2
4,108,Future,Ceramica,2025-06-25,20:00,Zed Club Stadium,1
4,109,Talaea El Gaish,Pharco,2025-09-28,20:00,Alexandria Stadium,1
4,110,El Gouna,Pharco,2025-08-31,17:00,Petro Sport Stadium,1
4,111,Modern Sport,Ceramica,2025-06-04,20:00,El Sekka El Hadeed Stadium,2
4,112,Ismaily,ENPPI,2025-11-11,20:00,Suez Stadium,1
4,113,El Dakhleya,Masry,2025-11-06,20:00,Alexandria Stadium,2
4,114,Pharco,Wadi Degla,2026-01-14,20:00,Al Salam Stadium,1
4,115,Wadi Degla,Talaea El Gaish,2025-07-08,20:00,Suez Stadium,2
4,116,Al Ahly,National Bank,2025-08-19,20:00,Suez Stadium,1
4,117,Zamalek,ENPPI,2025-08-10,17:00,Borg El Arab,1
4,118,Al Ahly,Zamalek,2025-08-10,20:00,Al Salam Stadium,1
4,119,Ismaily,El Dakhleya,2025-11-08,17:00,Cairo Stadium,1
4,120,Al Ahly,Ismaily,2025-06-28,20:00,Borg El Arab,1
4,121,Masry,Smouha,2025-06-30,20:00,Borg El Arab,1
4,122,Al Ahly,El Dakhleya,2025-12-02,20:00,Alexandria Stadium,1
4,123,Future,Pyramids,2025-10-08,17:00,Military Academy Stadium,2
4,124,Ismaily,Pyramids,2025-11-01,20:00,Borg El Arab,2
4,125,Ismaily,Pharco,2025-05-19,17:00,Suez Stadium,1
4,126,Masry,Alexandria Union,2025-08-12,20:00,Alexandria Stadium,1
4,127,Smouha,ENPPI,2025-09-08,20:00,Al Salam Stadium,1
4,128,Ceramica,Smouha,2026-01-22,17:00,Al Salam Stadium,2
4,129,Future,Talaea El Gaish,2025-07-21,20:00,Cairo Stadium,1
4,130,Wadi Degla,Future,2025-05-16,17:00,Air Defense Stadium,2
4,131,Masry,Modern Sport,2025-11-27,17:00,Alexandria Stadium,1
4,132,Future,Smouha,2025-10-03,20:00,Petro Sport Stadium,1
4,133,National Bank,Talaea El Gaish,2025-07-30,17:00,Zed Club Stadium,1
4,134,El Gouna,Wadi Degla,2025-05-09,20:00,Military Academy Stadium,1
4,135,Talaea El Gaish,Modern Sport,2025-06-03,17:00,Military Academy Stadium,1
4,136,Wadi Degla,Ceramica,2025-10-04,20:00,Borg El Arab,2
4,137,Wadi Degla,Modern Sport,2025-09-22,20:00,Petro Sport Stadium,2
4,138,Smouha,Alexandria Union,2025-10-30,20:00,Air Defense Stadium,1
4,139,Pharco,Modern Sport,2025-08-14,20:00,El Sekka El Hadeed Stadium,2
4,140,El Dakhleya,Zamalek,2025-06-14,20:00,Suez Stadium,2
4,141,Modern Sport,Zamalek,2025-11-29,17:00,Petro Sport Stadium,2
4,142,Pyramids,Ismaily,2025-11-01,17:00,Military Academy Stadium,1
4,143,Modern Sport,Masry,2025-11-23,17:00,Alexandria Stadium,2
4,144,Al Ahly,Pyramids,2025-09-07,20:00,Zed Club Stadium,1
4,145,Zed,ENPPI,2025-05-06,17:00,Borg El Arab,2
4,146,Alexandria Union,El Gouna,2025-05-06,17:00,Al Salam Stadium,1
4,147,Alexandria Union,Zed,2025-07-08,17:00,Zed Club Stadium,1
4,148,El Gouna,Talaea El Gaish,2025-07-22,20:00,Alexandria Stadium,2
4,149,Alexandria Union,Pyramids,2025-12-18,20:00,Air Defense Stadium,2
4,150,Masry,Wadi Degla,2025-12-13,20:00,El Sekka El Hadeed Stadium,1
4,151,Zed,National Bank,2026-01-10,20:00,Borg El Arab,2
4,152,Pharco,Al Ahly,2025-05-12,20:00,Cairo Stadium,2
4,153,El Gouna,Zed,2025-10-03,20:00,Alexandria Stadium,1
4,154,Future,El Gouna,2025-05-28,20:00,Alexandria Stadium,1
4,155,Smouha,Wadi Degla,2025-05-16,17:00,Al Salam Stadium,1
4,156,Al Ahly,El Gouna,2025-05-31,17:00,Al Salam Stadium,1
4,157,ENPPI,Alexandria Union,2025-06-06,20:00,Al Salam Stadium,1
4,158,Al Ahly,Alexandria Union,2025-05-18,17:00,Petro Sport Stadium,1
4,159,Pharco,Zamalek,2025-11-02,17:00,Petro Sport Stadium,2
4,160,Talaea El Gaish,Ismaily,2025-09-12,20:00,El Sekka El Hadeed Stadium,2
4,161,Masry,El Gouna,2025-06-19,20:00,Air Defense Stadium,1
4,162,El Gouna,Smouha,2025-08-10,17:00,Petro Sport Stadium,2
4,163,El Dakhleya,Ceramica,2025-07-17,17:00,Petro Sport Stadium,2
4,164,Zamalek,Ceramica,2025-08-06,20:00,Suez Stadium,1
4,165,Zed,El Dakhleya,2025-05-12,20:00,El Sekka El Hadeed Stadium,2
4,166,Zed,Alexandria Union,2025-12-11,17:00,Al Salam Stadium,2
4,167,ENPPI,Modern Sport,2025-12-02,17:00,Suez Stadium,1
4,168,Ceramica,Alexandria Union,2025-10-12,17:00,El Sekka El Hadeed Stadium,1
4,169,Pyramids,Ceramica,2026-01-22,20:00,Petro Sport Stadium,1
4,170,Wadi Degla,Ismaily,2025-06-01,17:00,Alexandria Stadium,2
4,171,Zamalek,Future,2025-05-27,17:00,Borg El Arab,1
4,172,ENPPI,Ismaily,2025-09-15,20:00,Zed Club Stadium,2
4,173,Zed,Smouha,2025-11-25,20:00,Suez Stadium,2
4,174,Modern Sport,El Gouna,2025-05-05,17:00,Al Salam Stadium,2
4,175,ENPPI,National Bank,2025-08-10,17:00,Military Academy Stadium,1
4,176,Wadi Degla,Masry,2025-10-01,17:00,Suez Stadium,2
4,177,Ismaily,Modern Sport,2025-07-20,17:00,Zed Club Stadium,1
4,178,Pyramids,Masry,2025-11-10,20:00,Borg El Arab,1
4,179,Pyramids,Future,2025-07-11,17:00,Military Academy Stadium,1
4,180,El Dakhleya,Ismaily,2025-09-28,20:00,Al Salam Stadium,2
4,181,Ceramica,ENPPI,2025-10-13,20:00,Military Academy Stadium,2
4,182,ENPPI,Future,2025-05-17,17:00,Military Academy Stadium,2
4,183,Zamalek,Pyramids,2025-06-21,20:00,Al Salam Stadium,1
4,184,Zamalek,Modern Sport,2025-10-05,17:00,Cairo Stadium,1
4,185,El Gouna,ENPPI,2025-10-18,20:00,Al Salam Stadium,2
4,186,Smouha,Zamalek,2025-07-21,20:00,Borg El Arab,2
4,187,Modern Sport,Future,2025-08-14,17:00,El Sekka El Hadeed Stadium,2
4,188,Pharco,Alexandria Union,2025-08-24,20:00,Air Defense Stadium,2
4,189,Masry,Zamalek,2025-07-21,17:00,Military Academy Stadium,2
4,190,Modern Sport,National Bank,2025-11-02,20:00,Air Defense Stadium,2
4,191,Pyramids,Alexandria Union,2025-06-09,17:00,Borg El Arab,1
4,192,Modern Sport,Wadi Degla,2025-10-17,20:00,Air Defense Stadium,1
4,193,National Bank,Pyramids,2026-01-16,20:00,Military Academy Stadium,2
4,194,El Dakhleya,National Bank,2025-09-29,17:00,El Sekka El Hadeed Stadium,2
4,195,El Gouna,Modern Sport,2025-11-23,20:00,Borg El Arab,1
4,196,Talaea El Gaish,Future,2025-10-20,20:00,Zed Club Stadium,2
4,197,El Gouna,National Bank,2025-12-29,17:00,Alexandria Stadium,2
4,198,Masry,Ceramica,2025-11-04,17:00,Petro Sport Stadium,1
4,199,National Bank,Ceramica,2025-07-14,17:00,Cairo Stadium,2
4,200,Smouha,Ceramica,2025-06-25,17:00,Cairo Stadium,1
4,201,El Dakhleya,Al Ahly,2025-05-26,17:00,Cairo Stadium,2
4,202,Modern Sport,Ismaily,2025-10-30,17:00,El Sekka El Hadeed Stadium,2
4,203,Masry,El Dakhleya,2025-08-20,17:00,Petro Sport Stadium,1
4,204,Zed,Al Ahly,2026-01-10,20:00,Zed Club Stadium,2
4,205,Talaea El Gaish,National Bank,2025-05-11,17:00,Cairo Stadium,2
4,206,Ismaily,Future,2025-10-31,20:00,Military Academy Stadium,2
4,207,Pharco,Talaea El Gaish,2025-09-07,20:00,Air Defense Stadium,2
4,208,El Gouna,Ceramica,2025-05-12,20:00,Air Defense Stadium,2
4,209,ENPPI,Ceramica,2025-09-22,17:00,Suez Stadium,1
4,210,National Bank,Modern Sport,2025-10-27,17:00,Cairo Stadium,1
4,211,Pyramids,El Dakhleya,2026-01-29,17:00,Borg El Arab,1
4,212,Pyramids,Modern Sport,2025-10-05,20:00,Cairo Stadium,1
4,213,Smouha,El Dakhleya,2025-07-18,20:00,Petro Sport Stadium,1
4,214,El Gouna,Alexandria Union,2025-12-06,17:00,Cairo Stadium,2
4,215,Pharco,Smouha,2025-10-13,20:00,Petro Sport Stadium,2
4,216,Smouha,El Gouna,2025-05-28,17:00,Borg El Arab,1
4,217,Modern Sport,Zed,2025-10-20,20:00,Military Academy Stadium,2
4,218,Wadi Degla,Al Ahly,2025-06-30,17:00,Al Salam Stadium,2
